432.0,720.0,0.0,648.0,936.0,0.1
720.0,432.0,0.0,936.0,936.0,0.1
576.0,720.0,0.0,936.0,846.0,0.1
504.0,288.0,0.0,936.0,432.0,0.1
576.0,360.0,0.0,792.0,792.0,0.1
360.0,360.0,0.0,576.0,720.0,0.1
504.0,144.0,0.0,936.0,288.0,0.1
504.0,792.0,0.0,792.0,1008.0,0.1
504.0,1008.0,0.0,864.0,1224.0,0.1
0.0,936.0,0.0,288.0,1368.0,0.3
144.0,720.0,0.0,288.0,936.0,0.3
288.0,720.0,0.0,360.0,1080.0,0.3
288.0,1080.0,0.0,432.0,1224.0,0.3
360.0,864.0,0.0,432.0,1008.0,0.3
360.0,936.0,0.0,504.0,1080.0,0.3
360.0,792.0,0.1,612.0,936.0,0.3
432.0,1080.0,0.0,648.0,1224.0,0.3
504.0,936.0,0.1,648.0,1080.0,0.3
576.0,792.0,0.1,648.0,936.0,0.3
360.0,720.0,0.0,576.0,792.0,0.3
1080.0,432.0,0.0,1224.0,864.0,0.2
720.0,504.0,0.0,864.0,792.0,0.2
720.0,612.0,0.0,1008.0,846.0,0.2
936.0,648.0,0.0,1080.0,864.0,0.2
648.0,792.0,0.0,936.0,1008.0,0.2
288.0,144.0,0.0,432.0,360.0,0.2
288.0,360.0,0.0,432.0,576.0,0.2
360.0,360.0,0.0,648.0,576.0,0.2
504.0,360.0,0.1,792.0,792.0,0.3
288.0,504.0,0.0,576.0,720.0,0.3
360.0,144.0,0.0,504.0,360.0,0.2
504.0,144.0,0.1,720.0,360.0,0.3
1080.0,1008.0,0.0,1368.0,1368.0,0.3
1080.0,720.0,0.0,1224.0,1008.0,0.3
864.0,720.0,0.0,1080.0,1008.0,0.3
864.0,1008.0,0.0,1008.0,1224.0,0.3
648.0,936.0,0.0,936.0,1080.0,0.3
1008.0,720.0,0.0,1080.0,1224.0,0.3
720.0,936.0,0.1,1008.0,1008.0,0.3
648.0,720.0,0.2,936.0,1080.0,0.3
648.0,1080.0,0.0,936.0,1224.0,0.3
0.0,0.0,0.0,288.0,432.0,0.3
144.0,144.0,0.1,648.0,432.0,0.3
144.0,360.0,0.0,288.0,576.0,0.3
288.0,720.0,0.0,432.0,864.0,0.2
360.0,288.0,0.2,648.0,432.0,0.3
288.0,288.0,0.0,432.0,720.0,0.3
288.0,432.0,0.2,648.0,648.0,0.3
144.0,504.0,0.0,288.0,720.0,0.3
720.0,360.0,0.0,1080.0,576.0,0.2
936.0,360.0,0.0,1224.0,648.0,0.1
720.0,144.0,0.0,1008.0,360.0,0.2
720.0,0.0,0.0,1368.0,288.0,0.3
720.0,360.0,0.0,1008.0,432.0,0.3
720.0,288.0,0.0,1080.0,360.0,0.3
936.0,288.0,0.1,1080.0,648.0,0.3
648.0,288.0,0.2,936.0,576.0,0.3
792.0,576.0,0.0,1080.0,720.0,0.3
1080.0,288.0,0.0,1224.0,720.0,0.3
